symbol,signal_date,score,signal,entry_lag,hold_days,entry_date,entry_year,exit_date,entry_open,exit_close,pnl
KLAC,2018-10-29,4,LONG,1,20,2018-10-30,2018,2018-11-28,88.5,98.7300033569336,0.1155932582704361
META,2018-10-30,4,LONG,1,20,2018-10-31,2018,2018-11-29,155.0,138.67999267578125,-0.10529036983366935
FORM,2018-10-31,4,LONG,1,20,2018-11-01,2018,2018-11-30,13.5,16.489999771118164,0.2214814645272714
PH,2018-11-01,4,LONG,1,20,2018-11-02,2018,2018-12-03,161.64999389648438,175.17999267578125,0.08369934605726657
FIVN,2018-11-06,4,LONG,1,20,2018-11-07,2018,2018-12-07,43.790000915527344,40.220001220703125,-0.0815254537608001
KTOS,2018-11-06,4,LONG,1,20,2018-11-07,2018,2018-12-07,13.539999961853027,13.640000343322754,0.007385552566577772
TWLO,2018-11-06,4,LONG,1,20,2018-11-07,2018,2018-12-07,82.25,89.33000183105469,0.08607904961768617
CYBR,2018-11-07,4,LONG,1,20,2018-11-08,2018,2018-12-10,83.5,75.7300033569336,-0.09305385201277133
HUBS,2018-11-07,4,LONG,1,20,2018-11-08,2018,2018-12-10,146.77999877929688,131.72999572753906,-0.10253442687642668
TTWO,2018-11-07,4,LONG,1,20,2018-11-08,2018,2018-12-10,129.11000061035156,105.23999786376953,-0.18488112953093908
DIS,2018-11-08,4,LONG,1,20,2018-11-09,2018,2018-12-11,118.19999694824219,111.97000122070312,-0.052707241018517745
CRM,2018-11-27,4,LONG,1,20,2018-11-28,2018,2018-12-28,138.47999572753906,134.67999267578125,-0.027440808557175008
PANW,2018-11-29,4,LONG,1,20,2018-11-30,2018,2019-01-02,30.741666793823242,30.53499984741211,-0.006722698147670291
WDAY,2018-11-29,4,LONG,1,20,2018-11-30,2018,2019-01-02,155.14999389648438,159.74000549316406,0.029584349192705285
IBM,2019-01-22,4,LONG,1,20,2019-01-23,2019,2019-02-21,125.59273529052734,131.7781982421875,0.049250165125806336
LRCX,2019-01-23,4,LONG,1,20,2019-01-24,2019,2019-02-22,15.024999618530273,17.922000885009766,0.19281206922006386
TXT,2019-01-24,4,LONG,1,20,2019-01-25,2019,2019-02-25,52.689998626708984,55.029998779296875,0.04441070817188683
